Facility ID,Hospital Name,Detailed Region,Region,Procedure,Year of Hospital Discharge,Number of Cases,Number of Deaths,Observed Mortality Rate,Expected Mortality Rate,Risk-Adjusted Mortality Rate,Lower Limit of Confidence Interval,Upper Limit of Confidence Interval,Comparison Results
0598,St. Elizabeth Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2009-2011,386,25,6.48,4.37,6.26,4.05,9.24,Rate not different than Statewide Rate
0563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2009-2011,1953,97,4.97,5.16,4.06,3.29,4.96,Rate not different than Statewide Rate
0630,St. Josephs Hospital,Central NY,Central NY,Valve or Valve/CABG,2009-2011,1043,51,4.89,5.16,4.00,2.98,5.26,Rate not different than Statewide Rate
1469,St. Lukes at St. Lukes,Manhattan,NY Metro - NYC,Valve or Valve/CABG,2009-2011,266,17,6.39,3.97,6.79,3.95,10.87,Rate not different than Statewide Rate
0005,St. Peters Hospital,Capital District,Capital District,Valve or Valve/CABG,2009-2011,787,29,3.68,4.20,3.70,2.48,5.32,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Valve or Valve/CABG,2009-2011,338,20,5.92,3.46,7.22,4.41,11.15,Rate significantly higher than Statewide Rate
0413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Valve or Valve/CABG,2009-2011,620,26,4.19,3.51,5.05,3.30,7.40,Rate not different than Statewide Rate
0058,UHS - Wilson Med Ctr,Central NY,Central NY,Valve or Valve/CABG,2009-2011,238,6,2.52,3.44,3.10,1.13,6.74,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Valve or Valve/CABG,2009-2011,121,4,3.31,4.91,2.84,0.76,7.27,Rate not different than Statewide Rate
0245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2009-2011,496,34,6.85,5.32,5.44,3.76,7.60,Rate not different than Statewide Rate
0635,Univ. Hosp-Upstate,Central NY,Central NY,Valve or Valve/CABG,2009-2011,250,7,2.80,3.48,3.40,1.36,7.01,Rate not different than Statewide Rate
0181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2009-2011,499,11,2.20,3.79,2.46,1.23,4.40,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Valve or Valve/CABG,2009-2011,470,16,3.40,5.08,2.83,1.62,4.59,Rate not different than Statewide Rate
0511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Valve or Valve/CABG,2009-2011,605,22,3.64,4.47,3.43,2.15,5.20,Rate not different than Statewide Rate
0000,NYS - All Hospitals,New York State,New York State,All PCI,2011,50237,487,0.97,0.97,0.97,,,Statewide Rate
0000,NYS - All Hospitals,New York State,New York State,Non-Emergency PCI,2011,42654,279,0.65,0.65,0.65,,,Statewide Rate
0000,NYS - All Hospitals,New York State,New York State,CABG,2011,8627,107,1.24,1.24,1.24,,,Statewide Rate
0000,NYS - All Hospitals,New York State,New York State,Emergency PCI,2009-2011,22097,667,3.02,3.02,3.02,,,Statewide Rate
0000,NYS - All Hospitals,New York State,New York State,Valve or Valve/CABG,2009-2011,22246,939,4.22,4.22,4.22,,,Statewide Rate
0001,Albany Med. Ctr,Capital District,Capital District,All PCI,2012,720,23,3.19,1.21,2.64,1.67,3.96,Rate significantly higher than Statewide Rate
0116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,All PCI,2012,484,4,0.83,1.01,0.82,0.22,2.11,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,All PCI,2012,442,3,0.68,1.47,0.46,0.09,1.35,Rate not different than Statewide Rate
1178,Bronx-Lebanon-Cncourse,Bronx,NY Metro - NYC,All PCI,2012,58,2,3.45,2.43,1.42,0.16,5.13,Rate not different than Statewide Rate
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,All PCI,2012,223,3,1.35,1.56,0.86,0.17,2.52,Rate not different than Statewide Rate
0207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,All PCI,2012,1781,23,1.29,0.96,1.35,0.85,2.02,Rate not different than Statewide Rate
0977,Cayuga Med Ctr Ithaca,Central NY,Central NY,All PCI,2012,128,1,0.78,1.39,0.56,0.01,3.14,Rate not different than Statewide Rate
0135,Champ.Valley Phys Hosp,Capital District,Capital District,All PCI,2012,606,11,1.82,1.13,1.61,0.80,2.88,Rate not different than Statewide Rate
0636,Crouse Hospital,Central NY,Central NY,All PCI,2012,290,2,0.69,0.94,0.74,0.08,2.66,Rate not different than Statewide Rate
0829,Ellis Hospital,Capital District,Capital District,All PCI,2012,498,3,0.60,1.20,0.50,0.10,1.47,Rate not different than Statewide Rate
0210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,All PCI,2012,152,0,0.00,1.66,0.00,0.00,1.45,Rate not different than Statewide Rate
0599,Faxton - St. Lukes,Central NY,Central NY,All PCI,2012,231,4,1.73,1.13,1.54,0.41,3.94,Rate not different than Statewide Rate
1005,Glens Falls Hospital,Capital District,Capital District,All PCI,2012,203,2,0.99,0.99,1.00,0.11,3.61,Rate not different than Statewide Rate
0779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2012,509,10,1.96,1.38,1.42,0.68,2.62,Rate not different than Statewide Rate
0925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,All PCI,2012,620,6,0.97,0.63,1.54,0.56,3.34,Rate not different than Statewide Rate
0913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2012,278,1,0.36,0.69,0.52,0.01,2.90,Rate not different than Statewide Rate
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,All PCI,2012,250,8,3.20,1.70,1.89,0.81,3.72,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,All PCI,2012,1498,6,0.40,0.56,0.72,0.26,1.56,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,All PCI,2012,1615,13,0.80,0.79,1.03,0.55,1.75,Rate not different than Statewide Rate
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,All PCI,2012,248,0,0.00,1.34,0.00,0.00,1.11,Rate not different than Statewide Rate
0746,M I Bassett Hospital,Capital District,Capital District,All PCI,2012,366,3,0.82,1.05,0.78,0.16,2.28,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,All PCI,2012,981,7,0.71,1.39,0.51,0.21,1.06,Rate not different than Statewide Rate
0213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,All PCI,2012,724,6,0.83,0.96,0.87,0.32,1.89,Rate not different than Statewide Rate
0215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,All PCI,2012,80,0,0.00,0.66,0.00,0.00,7.01,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,All PCI,2012,681,4,0.59,0.85,0.69,0.19,1.77,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,All PCI,2012,544,6,1.10,1.28,0.86,0.31,1.87,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,All PCI,2012,1336,10,0.75,0.85,0.88,0.42,1.63,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,All PCI,2012,4708,16,0.34,0.57,0.60,0.34,0.97,Rate significantly lower than Statewide Rate
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,All PCI,2012,499,8,1.60,1.22,1.31,0.56,2.59,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,All PCI,2012,1202,19,1.58,0.70,2.25,1.35,3.51,Rate significantly higher than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,All PCI,2012,2791,17,0.61,0.92,0.67,0.39,1.07,Rate not different than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,All PCI,2012,642,4,0.62,0.98,0.63,0.17,1.62,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,All PCI,2012,1444,20,1.39,1.35,1.03,0.63,1.59,Rate not different than Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,All PCI,2012,1145,7,0.61,0.59,1.03,0.41,2.13,Rate not different than Statewide Rate
0541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2012,1232,9,0.73,1.02,0.72,0.33,1.37,Rate not different than Statewide Rate
0699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2012,578,7,1.21,1.07,1.14,0.46,2.34,Rate not different than Statewide Rate
0411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2012,1647,19,1.15,1.07,1.08,0.65,1.69,Rate not different than Statewide Rate
0756,Samaritan Hospital,Capital District,Capital District,All PCI,2012,201,1,0.50,0.54,0.93,0.01,5.16,Rate not different than Statewide Rate
0527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2012,526,3,0.57,0.77,0.74,0.15,2.17,Rate not different than Statewide Rate
0924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2012,580,5,0.86,1.03,0.84,0.27,1.96,Rate not different than Statewide Rate
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,All PCI,2012,114,1,0.88,0.91,0.96,0.01,5.34,Rate not different than Statewide Rate
0943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,All PCI,2012,248,1,0.40,0.79,0.51,0.01,2.85,Rate not different than Statewide Rate
0598,St. Elizabeth Med Ctr,Central NY,Central NY,All PCI,2012,708,9,1.27,1.35,0.94,0.43,1.79,Rate not different than Statewide Rate
0563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2012,2300,19,0.83,0.80,1.04,0.62,1.62,Rate not different than Statewide Rate
0630,St. Josephs Hospital,Central NY,Central NY,All PCI,2012,2015,15,0.74,0.88,0.85,0.47,1.40,Rate not different than Statewide Rate
0694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2012,328,5,1.52,1.53,1.00,0.32,2.33,Rate not different than Statewide Rate
0005,St. Peters Hosp.,Capital District,Capital District,All PCI,2012,663,8,1.21,1.03,1.17,0.50,2.30,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,All PCI,2012,963,10,1.04,1.06,0.98,0.47,1.80,Rate not different than Statewide Rate
0413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2012,927,12,1.29,1.24,1.05,0.54,1.83,Rate not different than Statewide Rate
0058,UHS-Wilson Med Ctr,Central NY,Central NY,All PCI,2012,702,8,1.14,1.64,0.69,0.30,1.37,Rate not different than Statewide Rate
0471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,All PCI,2012,277,7,2.53,1.41,1.79,0.72,3.69,Rate not different than Statewide Rate
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,All PCI,2012,235,2,0.85,0.99,0.86,0.10,3.11,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,All PCI,2012,342,5,1.46,1.46,1.00,0.32,2.34,Rate not different than Statewide Rate
0245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,All PCI,2012,1347,24,1.78,1.35,1.32,0.85,1.97,Rate not different than Statewide Rate
0635,Univ. Hosp-Upstate,Central NY,Central NY,All PCI,2012,260,8,3.08,2.13,1.44,0.62,2.84,Rate not different than Statewide Rate
0181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2012,678,10,1.47,1.12,1.32,0.63,2.43,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2012,463,6,1.30,1.50,0.86,0.32,1.88,Rate not different than Statewide Rate
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2012,279,5,1.79,1.75,1.03,0.33,2.40,Rate not different than Statewide Rate
0511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2012,981,11,1.12,1.31,0.86,0.43,1.53,Rate not different than Statewide Rate
0001,Albany Med. Ctr,Capital District,Capital District,Non-Emergency PCI,2012,546,13,2.38,0.72,2.11,1.12,3.61,Rate significantly higher than Statewide Rate
0116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2012,368,1,0.27,0.67,0.26,0.00,1.46,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012,322,0,0.00,0.93,0.00,0.00,0.78,Rate not different than Statewide Rate
1178,Bronx-Lebanon-Cncourse,Bronx,NY Metro - NYC,Non-Emergency PCI,2012,5,0,0.00,0.38,0.00,0.00,125.27,Rate not different than Statewide Rate
1286,Brookdale Univ Hosp Med Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2012,169,2,1.18,1.39,0.55,0.06,1.97,Rate not different than Statewide Rate
0207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2012,1451,14,0.96,0.63,0.98,0.54,1.64,Rate not different than Statewide Rate
0977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Non-Emergency PCI,2012,73,0,0.00,0.66,0.00,0.00,4.88,Rate not different than Statewide Rate
0135,Champ.Valley Phys Hosp,Capital District,Capital District,Non-Emergency PCI,2012,461,6,1.30,0.70,1.19,0.43,2.58,Rate not different than Statewide Rate
0636,Crouse Hospital,Central NY,Central NY,Non-Emergency PCI,2012,205,2,0.98,0.56,1.12,0.13,4.03,Rate not different than Statewide Rate
0829,Ellis Hospital,Capital District,Capital District,Non-Emergency PCI,2012,310,1,0.32,0.58,0.36,0.00,1.99,Rate not different than Statewide Rate
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Non-Emergency PCI,2012,338,1,0.30,0.45,0.42,0.01,2.35,Rate not different than Statewide Rate
0210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2012,75,0,0.00,0.92,0.00,0.00,3.43,Rate not different than Statewide Rate
0599,Faxton - St. Lukes,Central NY,Central NY,Non-Emergency PCI,2012,181,0,0.00,0.45,0.00,0.00,2.89,Rate not different than Statewide Rate
1005,Glens Falls Hospital,Capital District,Capital District,Non-Emergency PCI,2012,134,0,0.00,0.36,0.00,0.00,4.95,Rate not different than Statewide Rate
0779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2012,373,6,1.61,0.86,1.21,0.44,2.63,Rate not different than Statewide Rate
0925,Good Sam-West Islip,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,527,3,0.57,0.45,0.82,0.16,2.38,Rate not different than Statewide Rate
0913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,213,0,0.00,0.48,0.00,0.00,2.30,Rate not different than Statewide Rate
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Non-Emergency PCI,2012,86,1,1.16,0.75,1.00,0.01,5.56,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012,1412,5,0.35,0.47,0.48,0.16,1.12,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Non-Emergency PCI,2012,1407,10,0.71,0.59,0.77,0.37,1.42,Rate not different than Statewide Rate
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2012,185,0,0.00,0.69,0.00,0.00,1.86,Rate not different than Statewide Rate
0746,M I Bassett Hospital,Capital District,Capital District,Non-Emergency PCI,2012,281,2,0.71,0.59,0.77,0.09,2.78,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2012,749,4,0.53,0.83,0.41,0.11,1.06,Rate not different than Statewide Rate
0213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2012,523,4,0.76,0.54,0.91,0.25,2.34,Rate not different than Statewide Rate
0215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2012,67,0,0.00,0.61,0.00,0.00,5.80,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Non-Emergency PCI,2012,574,1,0.17,0.65,0.17,0.00,0.95,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Non-Emergency PCI,2012,405,2,0.49,0.69,0.46,0.05,1.65,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012,1191,6,0.50,0.58,0.56,0.20,1.21,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012,4571,13,0.28,0.51,0.36,0.19,0.62,Rate significantly lower than Statewide Rate
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012,400,5,1.25,0.76,1.06,0.34,2.48,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Non-Emergency PCI,2012,1132,15,1.33,0.52,1.65,0.92,2.71,Rate significantly higher than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012,2620,8,0.31,0.65,0.30,0.13,0.59,Rate significantly lower than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,Non-Emergency PCI,2012,469,3,0.64,0.55,0.75,0.15,2.20,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012,1305,13,1.00,0.85,0.76,0.40,1.29,Rate not different than Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Non-Emergency PCI,2012,1085,5,0.46,0.47,0.63,0.20,1.47,Rate not different than Statewide Rate
0541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,928,5,0.54,0.68,0.51,0.16,1.19,Rate not different than Statewide Rate
0699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2012,448,3,0.67,0.72,0.60,0.12,1.75,Rate not different than Statewide Rate
0411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2012,1303,8,0.61,0.77,0.51,0.22,1.01,Rate not different than Statewide Rate
0756,Samaritan Hospital,Capital District,Capital District,Non-Emergency PCI,2012,153,1,0.65,0.35,1.21,0.02,6.75,Rate not different than Statewide Rate
0527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,403,3,0.74,0.53,0.91,0.18,2.65,Rate not different than Statewide Rate
0924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,501,4,0.80,0.85,0.60,0.16,1.54,Rate not different than Statewide Rate
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Non-Emergency PCI,2012,83,0,0.00,0.79,0.00,0.00,3.61,Rate not different than Statewide Rate
0943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,190,1,0.53,0.58,0.59,0.01,3.26,Rate not different than Statewide Rate
0598,St. Elizabeth Med Ctr,Central NY,Central NY,Non-Emergency PCI,2012,585,4,0.68,0.80,0.55,0.15,1.41,Rate not different than Statewide Rate
0563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,2128,14,0.66,0.68,0.62,0.34,1.04,Rate not different than Statewide Rate
0630,St. Josephs Hospital,Central NY,Central NY,Non-Emergency PCI,2012,1560,10,0.64,0.60,0.68,0.33,1.26,Rate not different than Statewide Rate
0694,St. Lukes Cornwall Hosp,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2012,261,2,0.77,0.74,0.66,0.07,2.40,Rate not different than Statewide Rate
0005,St. Peters Hosp.,Capital District,Capital District,Non-Emergency PCI,2012,487,4,0.82,0.63,0.84,0.23,2.15,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Non-Emergency PCI,2012,803,3,0.37,0.69,0.35,0.07,1.02,Rate not different than Statewide Rate
0413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2012,621,3,0.48,0.67,0.46,0.09,1.36,Rate not different than Statewide Rate
0058,UHS-Wilson Med Ctr,Central NY,Central NY,Non-Emergency PCI,2012,491,4,0.81,0.64,0.82,0.22,2.11,Rate not different than Statewide Rate
0471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2012,196,3,1.53,0.57,1.73,0.35,5.06,Rate not different than Statewide Rate
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,Non-Emergency PCI,2012,194,1,0.52,0.53,0.62,0.01,3.48,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Non-Emergency PCI,2012,248,0,0.00,0.82,0.00,0.00,1.16,Rate not different than Statewide Rate
0245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,948,10,1.05,0.86,0.79,0.38,1.45,Rate not different than Statewide Rate
0635,Univ. Hosp-Upstate,Central NY,Central NY,Non-Emergency PCI,2012,157,4,2.55,1.04,1.57,0.42,4.02,Rate not different than Statewide Rate
0181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2012,480,6,1.25,0.65,1.23,0.45,2.68,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2012,325,3,0.92,0.89,0.66,0.13,1.94,Rate not different than Statewide Rate
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2012,225,3,1.33,0.65,1.33,0.27,3.88,Rate not different than Statewide Rate
0511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2012,831,4,0.48,0.72,0.43,0.12,1.10,Rate not different than Statewide Rate
0001,Albany Med. Ctr,Capital District,Capital District,CABG,2012,245,4,1.63,1.41,1.69,0.45,4.33,Rate not different than Statewide Rate
0116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,CABG,2012,85,2,2.35,1.61,2.14,0.24,7.73,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,CABG,2012,92,4,4.35,0.79,8.04,2.16,20.58,Rate significantly higher than Statewide Rate
0207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,CABG,2012,387,4,1.03,1.34,1.13,0.30,2.90,Rate not different than Statewide Rate
0135,Champ.Valley Phys Hosp,Capital District,Capital District,CABG,2012,82,0,0.00,1.23,0.00,0.00,5.32,Rate not different than Statewide Rate
0829,Ellis Hospital,Capital District,Capital District,CABG,2012,170,2,1.18,1.43,1.20,0.14,4.35,Rate not different than Statewide Rate
0210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,CABG,2012,70,0,0.00,1.11,0.00,0.00,6.92,Rate not different than Statewide Rate
0779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2012,126,1,0.79,1.57,0.74,0.01,4.11,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,CABG,2012,242,4,1.65,1.31,1.85,0.50,4.72,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,CABG,2012,189,0,0.00,1.34,0.00,0.00,2.12,Rate not different than Statewide Rate
0746,M I Bassett Hospital,Capital District,Capital District,CABG,2012,81,1,1.23,1.58,1.14,0.01,6.34,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,CABG,2012,255,4,1.57,1.60,1.44,0.39,3.67,Rate not different than Statewide Rate
0213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,CABG,2012,306,6,1.96,1.40,2.05,0.75,4.47,Rate not different than Statewide Rate
0215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,CABG,2012,59,0,0.00,0.91,0.00,0.00,10.01,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,CABG,2012,196,2,1.02,1.31,1.14,0.13,4.11,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,CABG,2012,151,1,0.66,1.33,0.73,0.01,4.05,Rate not different than Statewide Rate
1439,Mount Sinai Beth Israel,Manhattan,NY Metro - NYC,CABG,2012,143,1,0.70,1.15,0.89,0.01,4.94,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,CABG,2012,319,4,1.25,1.19,1.54,0.41,3.93,Rate not different than Statewide Rate
1469,Mount Sinai St. Lukes,Manhattan,NY Metro - NYC,CABG,2012,120,1,0.83,1.91,0.64,0.01,3.55,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,CABG,2012,87,0,0.00,1.15,0.00,0.00,5.38,Rate not different than Statewide Rate
1464,NYP-Columbia Presby.,Manhattan,NY Metro - NYC,CABG,2012,416,8,1.92,1.56,1.80,0.78,3.55,Rate not different than Statewide Rate
1637,NYP-Queens,Queens,NY Metro - NYC,CABG,2012,98,1,1.02,1.14,1.31,0.02,7.29,Rate not different than Statewide Rate
1458,NYP-Weill Cornell,Manhattan,NY Metro - NYC,CABG,2012,163,2,1.23,1.29,1.39,0.16,5.01,Rate not different than Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,CABG,2012,133,2,1.50,0.82,2.67,0.30,9.66,Rate not different than Statewide Rate
0541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,CABG,2012,278,4,1.44,1.49,1.41,0.38,3.60,Rate not different than Statewide Rate
0411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2012,342,14,4.09,2.10,2.85,1.56,4.79,Rate significantly higher than Statewide Rate
0924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2012,124,2,1.61,1.74,1.35,0.15,4.89,Rate not different than Statewide Rate
0598,St. Elizabeth Med Ctr,Central NY,Central NY,CABG,2012,190,3,1.58,1.35,1.71,0.34,4.99,Rate not different than Statewide Rate
0563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2012,667,6,0.90,1.61,0.82,0.30,1.78,Rate not different than Statewide Rate
0630,St. Josephs Hospital,Central NY,Central NY,CABG,2012,383,4,1.04,1.31,1.17,0.31,2.99,Rate not different than Statewide Rate
0005,St. Peters Hosp.,Capital District,Capital District,CABG,2012,319,2,0.63,1.32,0.69,0.08,2.51,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,CABG,2012,186,5,2.69,1.66,2.37,0.76,5.53,Rate not different than Statewide Rate
0413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2012,283,8,2.83,1.46,2.84,1.22,5.59,Rate not different than Statewide Rate
0058,UHS-Wilson Med Ctr,Central NY,Central NY,CABG,2012,146,7,4.79,1.92,3.66,1.47,7.54,Rate significantly higher than Statewide Rate
